NOCCourseId,NOCCourseName,NOCCourseAbstract,NOCCoordinatorNames,NOCInstitute,nocCoordinatingInstitute,NOCEnrolStartDt,NOCEnrolEndDt,NOCRegStartDt,NOCRegEndDt,NOCExamDt1,NOCExamDt2,NOCExamDt3,NOCEnrolUrl,NOCRegUrl,NOCStaticMockUrl,NOCPeriod,HourType,Category,NOCReallocationDBtable1,NOCReallocationDBtable2,NOCTestscoreDBtable,NOCCertificateDBtable,NOCNameAssignment1,NOCNameAssignment2,NOCNameAssignment3,NOCNameAssignment4,NOCNameAssignment5,NOCNameAssignment6,NOCNameAssignment7,NOCNameAssignment8,NOCNameAssignment9,NOCNameAssignment10,NOClegendlogic,NOCAssignmentLogicRemarks,NOCAssignmentGraph,NOCExamGraph,NOCFinalScoreGraph,NOCEnableCertificatestatus,NOCEnableDownloadCertificate,NOCEnableExamScores,NOCEnablePercentileScores,NOCEnableReallocationDt1,NOCEnableReallocationDt2,NOCEnableCandidateLogin,NOCEnableReallocationLogin,CourseStatus,Syllabus_link,disciplineid,scorder,NPTELCourseId,NOCCourseDuration,NOCCourseAvail,NOCExamRun,FdpStatus,sem,duration (self-populated),discipline_short (derived),discipline_name
noc22-hs06,The Nineteenth - Century English Novel,The Nineteenth-Century Novel course introduces student to the genre of the novel at its height in nineteenth-century Britain. Through a close study of the significant novels of the period the students will come to understand the nature of the plots and its complexities in relation to the social and cultural impulses of the period.,Prof. Divya A,IIT Madras,IIT Madras,2021-11-14,2022-01-31,2021-12-13,2022-03-18,2022-04-23,2022-04-23,NULL,https://onlinecourses.nptel.ac.in/noc22_hs06/preview,NULL,NULL,Jan-Apr 2022,30,Rerun,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,oc,https://nptel.ac.in/content/syllabus_pdf/109106145.pdf,109,NULL,109106145,NULL,NULL,38,1,SEM1,12,hs,Humanities and Social Sciences
noc22-hs07,Soft Skill Development,"While hard skills teach us what to do, soft skills tell us how to apply our hard skills in a social environment. The focus of the course is to develop a wide variety of soft skills starting from communication, to working in different environments, developing emotional sensitivity, learning creative and critical decision making, developing awareness of how to work with and negotiate with people and to resolve stress and conflict in ourselves and others. 

The uniqueness of the course lies in how a wide range of relevant issues are raised, relevant skills discussed and tips for integration provided in order to make us effective in workplace and social environments. The key areas addressed are conversation skills, group skills, persuasion skills, presentation skills, critical and creative thinking, emotional skills, positive thinking and vocational skills.","Prof. Priyadarshi Patnaik
Prof. V.N. Giri 
Prof. D. Suar",IIT Kharagpur,IIT Kharagpur,2021-11-14,2022-01-31,2021-12-13,2022-02-18,2022-03-27,2022-03-27,NULL,https://onlinecourses.nptel.ac.in/noc22_hs07/preview,NULL,NULL,Jan-Mar 2022,20,Rerun,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,oc,https://nptel.ac.in/content/syllabus_pdf/109105110.pdf,109,NULL,109105110,NULL,NULL,37,1,SEM1,8 ,hs,Humanities and Social Sciences
noc22-hs08,Enhancing Soft Skills and Personality,"The course aims to cause an enhanced awareness about the significance of soft skills in professional and inter-personal communications and facilitate an all-round development of personality. Hard or technical skills help securing a basic position in one's life and career. But only soft skills can ensure a person retain it, climb further, reach a pinnacle, achieve excellence, and derive fulfilment and supreme joy. Soft skills comprise pleasant and appealing personality traits as self-confidence, positive attitude, emotional intelligence, social grace, flexibility, friendliness and effective communication skills. The focus of this course is on interpersonal and management skills.",Prof. T. Ravichandran,IIT Kanpur,IIT Kanpur,2021-11-14,2022-02-21,2021-12-13,2022-03-18,2022-04-24,2022-04-24,NULL,https://onlinecourses.nptel.ac.in/noc22_hs08/preview,NULL,NULL,Feb-Apr 2022,20,Rerun,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,oc,https://nptel.ac.in/content/syllabus_pdf/109104115.pdf,109,NULL,109104115,NULL,NULL,39,1,SEM1,8 ,hs,Humanities and Social Sciences
noc22-hs09,"Literature, Culture and Media","This course aims to introduce students to an interdisciplinary framework that will allow them to explore and theorize on the intersections of literature, culture, and media. The students will get the opportunity to analyse the complex ways in which literary and cultural products/texts inter-animate each other to produce and reproduce the ways in which society and culture give rise to new forms of perspectives and ideologies; in turn, determining the ways in which identities are constructed.The course will highlight the ways in which new forms of media (TV, films, internet, digital media) transform and reinvent traditional literary and cultural forms. The course will stimulate a nuanced discussion on the historical, empirical, and cultural analyses of contemporary forms of culture, literature, identity, and power relations. A variety of theoretical approaches—Intersectionality, Feminism, Marxism, and Deconstruction—will deepen and complicate the problematics of defining literature and culture in a digital and post-industrial society that constantly reinvents the binaries of high and low/popular culture.",Prof. Rashmi Gaur,IIT Roorkee,IIT Roorkee,2021-11-14,2022-01-31,2021-12-13,2022-03-18,2022-04-24,2022-04-24,NULL,https://onlinecourses.nptel.ac.in/noc22_hs09/preview,NULL,NULL,Jan-Apr 2022,30,Rerun,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,oc,https://nptel.ac.in/content/syllabus_pdf/109107139.pdf,109,NULL,109107139,NULL,NULL,39,1,SEM1,12,hs,Humanities and Social Sciences
noc22-hs10,Development of Sociology in India,"The objective the course is to sensitize the participants about the trajectory of sociology in India, pioneers of Indian sociology, spread of sociology in various universities/institute. It also sketch the profile of the social scientist and their significant contribution in developing sociology in India",Prof. Ashish Saxena,IIT Kanpur,IIT Kanpur,2021-11-14,2022-01-31,2021-12-13,2022-02-18,2022-03-27,2022-03-27,NULL,https://onlinecourses.nptel.ac.in/noc22_hs10/preview,NULL,NULL,Jan-Feb 2022,10,Rerun,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,oc,https://nptel.ac.in/content/syllabus_pdf/109104136.pdf,109,NULL,109104136,NULL,NULL,37,1,SEM1,4 ,hs,Humanities and Social Sciences
noc22-hs100,Feminist Writings,"This course seeks to study some of the key texts in feminist writings that engage with issues such as patriarchy, violence, embodiment, agency and identity. Through a careful study of selected fiction and non-fiction, the course aims to offer a complex understanding of gender and representation, drawing on literary as well as cultural studies.",Prof. Avishek Parui,IIT Madras,IIT Madras,2022-05-20,2022-07-25,NULL,NULL,2022-10-29,2022-10-29,NULL,https://onlinecourses.nptel.ac.in/noc22_hs100/,NULL,NULL,Jul-Oct 2022,30,Rerun,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,uplc,https://archive.nptel.ac.in/content/syllabus_pdf/109106146.pdf,109,NULL,109106146,NULL,NULL,41,1,SEM2,12,hs,Humanities and Social Sciences
noc22-hs101,Gender and literature,<p>Gender and Literature is an examination of selected literary texts and cultural conditions from the standpoint of gender theory. It will draw on established scholarship on gender studies and take the student through the various configurations and reconfigurations that determine gendered classifications such as masculinity and femininity. </p>,Prof. Avishek Parui,IIT Madras,IIT Madras,2022-05-20,2022-07-25,NULL,NULL,2022-10-30,2022-10-30,NULL,https://onlinecourses.nptel.ac.in/noc22_hs101/,NULL,NULL,Aug-Oct 2022,20,Rerun,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,uptc,https://archive.nptel.ac.in/content/syllabus_pdf/109103122.pdf,109,NULL,109103122,NULL,NULL,42,1,SEM2,8 ,hs,Humanities and Social Sciences
noc22-hs102,History of English Language and Literature,"<p>This course is a chronological survey of the major forces and voices that have contributed
to the development of an English literary tradition. It intends to cover the literary ground
from the Old English Period till the mid twentieth century focusing on the emergence,
evolution and progress of English language and literature through different ages and
periods. The course will showcase major literary moments, movements and events in the
context of the social, political. religious and economic changes that shaped England and
its history from the 5 th century BC onwards. The objective of the course is to enable a
critical understanding of the intellectual history of England and to equip the learners to
analyse literary products within particular socio-historical contexts.</p>",Prof. Merin Simi Raj,IIT Madras,IIT Madras,2022-05-20,2022-07-25,NULL,NULL,2022-10-30,2022-10-30,NULL,https://onlinecourses.nptel.ac.in/noc22_hs102/,NULL,NULL,Jul-Oct 2022,30,Rerun,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,uplc,https://archive.nptel.ac.in/content/syllabus_pdf/109106124.pdf,109,NULL,109106124,NULL,NULL,42,1,SEM2,12,hs,Humanities and Social Sciences
noc22-hs103,Postmodernism in Literature,Will update shortly,Prof. Merin Simi Raj,IIT Madras,IIT Madras,2022-05-20,2022-07-01,NULL,NULL,2022-09-25,2022-09-25,NULL,https://onlinecourses.nptel.ac.in/noc22_hs103/,NULL,NULL,Jul-Sep 2022,20,Rerun,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,uptc,https://archive.nptel.ac.in/content/syllabus_pdf/109106130.pdf,109,NULL,109106130,NULL,NULL,40,1,SEM2,8 ,hs,Humanities and Social Sciences
noc22-hs104,Managing Intellectual Property in Universities,"Intellectual property (IP) help universities to improve their ranking, establish an innovation ecosystem, incubate knowledge-based start-ups, earn additional revenue and measure research activity. Managing intellectual property at Universities can be critical as regulatory authorities push for establishing innovation ecosystems and IP centres. The University Grants Commission (UGC) has asked all universities to set up IP centres. The National Institute Ranking Framework (NIRF) ranks institutions based on the number of patents applied for, granted and commercialised. The National Assessment and Accreditation Council (NAAC) awards points to institutes with an innovation ecosystem and a facility for identifying and promoting IP. Both the UGC and All India Council for Technical Education (AICTE) recommend changes to the curriculum with a focus on IPR education in technical institutes.

Every stakeholder in an university, be it the administrators, the professors, the researchers or the students, now need to know the basics of intellectual property and learn how to identify, protect, manage and commercialise them.

Those who take this course should be able to:
Identify the different types of intellectual property generated by universities;
Understand the need for an innovation ecosystem and the benefits it brings to universities;
Know the requirements for setting up an IP centre and get practical training on how IP centres function; and
Learn how startups can be incubated in universities.

This course will include practical training (optional) on the setting up and running an IP centre using a free account at www.techgrapher.com",Prof. Feroz Ali,IIT Madras,IIT Madras,2022-05-20,2022-07-01,NULL,NULL,2022-09-25,2022-09-25,NULL,https://onlinecourses.nptel.ac.in/noc22_hs104/,NULL,NULL,Jul-Aug 2022,10,Rerun,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,upsc,https://archive.nptel.ac.in/content/syllabus_pdf/109106148.pdf,109,NULL,109106148,NULL,NULL,40,1,SEM2,4 ,hs,Humanities and Social Sciences
noc22-hs105,Energy Economics And Policy,"Similar to many other branches of applied economics, energy economics emerged with therealization that â€œenergyâ€ is a scarce resource. This course covers the economic principles that guide energy related behavior of both the producers and the consumers of energy and the policy regime that has emerged to govern it. The course has four building blocks: understanding energy as a scarce resource, various aspects of energy demand and supply with a focus to policies that are in place to promote renewable energy supply and finally, a much needed discussion on interaction between energy, environment and climate change. The course aims at broadening the vision of students while making any energy related decision as a technology developer, energy manager, entrepreneur, policy maker, researcher in future or simply for personal energy use in day to day activities.",Prof. Shyamasree Dasgupta,IIT Mandi,IIT Madras,2022-05-20,2022-07-25,NULL,NULL,2022-10-30,2022-10-30,NULL,https://onlinecourses.nptel.ac.in/noc22_hs105/,NULL,NULL,Aug-Oct 2022,20,Rerun,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,uptc,https://archive.nptel.ac.in/content/syllabus_pdf/109106161.pdf,109,NULL,109106161,NULL,NULL,42,1,SEM2,8 ,hs,Humanities and Social Sciences
noc22-hs106,à¤¸à¤¨à¥à¤§à¤¿ sandhi in Paninian grammar,This course introduces a reader of basics of à¤¸à¤¨à¥à¤§à¤¿ Sandhi (euphonic combinations) in PÄá¹‡inian grammar. It aims to teach the concept of à¤¸à¤¨à¥à¤§à¤¿ Sandhi in detail in accordance with the grammar of PÄá¹‡ini. This course also discusses in detail the derivation process of a sentence in accordance with the grammar of PÄá¹‡ini and highlights the place of à¤¸à¤¨à¥à¤§à¤¿ Sandhi in it. The course also discusses the concepts with various examples taken from different historical sources.,Prof. Malhar Kulkarni,IIT Bombay,IIT Bombay,2022-05-20,2022-07-25,NULL,NULL,2022-10-30,2022-10-30,NULL,https://onlinecourses.nptel.ac.in/noc22_hs106/,NULL,NULL,Jul-Oct 2022,30,New,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,uplc,https://archive.nptel.ac.in/content/syllabus_pdf/109101195.pdf,109,NULL,109101195,NULL,NULL,42,1,SEM2,12,hs,Humanities and Social Sciences
noc22-hs107,Sociology and Resource Management,"The aim of this course is to bring in various sociological dimensions of managing and governing resources be it a natural resource such as land, water, fisheries, forest or a man-made resource like internet, knowledge, culture, etc. The course will reflect on different perspectives on conservation practices, socio-political context, technical and cultural interaction between resources and different stakeholders. While doing that it will situate the debates along developmental and commons discourse. Students will learn the vocabulary of resource management and gain conceptual clarity through their exposure on the alternative resource governance mechanisms and resource management regimes (open source and commons) .","Prof. Archana Patnaik
Prof. Amrita Sen",IIT Kharagpur,IIT Kharagpur,2022-05-20,2022-07-25,NULL,NULL,2022-10-30,2022-10-30,NULL,https://onlinecourses.nptel.ac.in/noc22_hs107/,NULL,NULL,Aug-Sep 2022,10,New,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,upsc,https://archive.nptel.ac.in/content/syllabus_pdf/109105195.pdf,109,NULL,109105195,NULL,NULL,42,1,SEM2,4 ,hs,Humanities and Social Sciences
noc22-hs108,Urban Sociology,"We live in a world that currently faces multiple challenges of enormous magnitude, due to the effects of urbanization. With the rate, scale and shifting geographies of urbanization in the global South, it is important to map both challenges associated with and opportunities offered by cities. Both the challenges and opportunities are of immediate and direct relevance, with much of our urban resources and biodiversity disappearing, increasing poverty and social inequities, damaging pollution levels and landscape transformations. Urban sociology is one of the most prominent branches within the larger domains of sociology which can capture these complexities and help unravel cities as engines of economic development and social optimism. Within this context, this course would offer a mix of theories, concepts and practical cases to students, on how new approaches to think about sustainable urbanization can be framed using epistemological framings.",Prof. Amrita Sen,IIT Kharagpur,IIT Kharagpur,2022-05-20,2022-07-25,NULL,NULL,2022-10-30,2022-10-30,NULL,https://onlinecourses.nptel.ac.in/noc22_hs108/,NULL,NULL,Aug-Sep 2022,10,New,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,upsc,https://archive.nptel.ac.in/content/syllabus_pdf/109105196.pdf,109,NULL,109105196,NULL,NULL,42,1,SEM2,4 ,hs,Humanities and Social Sciences
noc22-hs109,Educational leadership,"<p>In the context of Global, Multicultural & Virtual work environments domain knowledge alone is not a sufficient guarantee for professional success. Since long we have been talking about organizational leadership or corporate leadership. In fact leadership is an adjective mostly attached to the growth of industry. Rarely do we realize the importance of leadership in educational institutions. This course is designed to help the teaching/Academic professionals to understand how educational leadership can transform and enhance the effectiveness of educational institutions. This course intends to focus on academic community and to encourage individual members to develop various skills, competencies, abilities to enhance their leadership skills. It will also help them to develop awareness into their self-motivation, reflective practices, critical thinking and positive plans of actions for enhancing their leadership impact and institutional effectiveness. This course is aimed to mobilize human resources of education sector, educational administration and prospective teachers.</p>",Prof. Atasi Mohanty,IIT Kharagpur,IIT Kharagpur,2022-05-20,2022-07-01,NULL,NULL,2022-09-25,2022-09-25,NULL,https://onlinecourses.nptel.ac.in/noc22_hs109/,NULL,NULL,Jul-Sep 2022,20,Rerun,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,uptc,https://archive.nptel.ac.in/content/syllabus_pdf/109105122.pdf,109,NULL,109105122,NULL,NULL,40,1,SEM2,8 ,hs,Humanities and Social Sciences
noc22-hs11,Emotional Intelligence,"“Intelligence quotient (IQ) gets you hired but emotional quotient (EQ) gets you promoted”. This popular quote by Times magazine during late nineties has made the concept of emotional intelligence more popular among people by highlighting its multiple implications and applications. The uses and utility of emotional intelligence at home, school and workplace have benefited thousands in many disciplines. This course is designed to sensitize the participants about the concept, theory and applications of emotional intelligence. The participants will get to know the added advantage of EQ the software of the brain over the hardware (EQ). This programme will also explore how our hearts rule over our heads for creative creation. It will also focus on how various principles of emotional intelligence guide us in different contexts of life. The awareness about the credo of emotional intelligence will develop insights into self-regulation and realization of one’s optimum potentials for better performance. The participants will come to know about many unknowns of life, which will further help them to enhance their awareness to be effective on their roles. The course will offer useful lessons with the help of practical exercises, games, audio-visual instruments, case studies, classroom interaction to show the road map how to foster emotional intelligence in organisation for achieving health, happiness and optimal performance at work.",Prof. Rabindra Kumar Pradhan,IIT Kharagpur,IIT Kharagpur,2021-11-14,2022-01-31,2021-12-13,2022-02-18,2022-03-27,2022-03-27,NULL,https://onlinecourses.nptel.ac.in/noc22_hs11/preview,NULL,NULL,Jan-Mar 2022,20,Rerun,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,oc,https://nptel.ac.in/content/syllabus_pdf/109105116.pdf,109,NULL,109105116,NULL,NULL,37,1,SEM1,8 ,hs,Humanities and Social Sciences
noc22-hs110,Entrepreneurship and IP strategy,"The objectives of the course are
a) To discuss intellectual property strategy to protect the
inventions and innovations of new ventures.
b) To develop skills of commercial appreciation by allocating
knowledge about substantive aspect of management strategy
and legal literature.
c) The course will make the students appreciate the nature, scope
and differences of IP, its different utilities and approaches, and to manage and strategize IP lifecycle effectively throughout the journey of start-up, in a time when it is aspired highly by the economy and society.
d) Students will learn the fundamentals and advanced strategies of IP. They will be given opportunity for understanding the same in MSME sector. They will finally be trained with the valuation techniques and audits of IP.",Prof. Gouri Gargate,IIT Kharagpur,IIT Kharagpur,2022-05-20,2022-07-01,NULL,NULL,2022-09-25,2022-09-25,NULL,https://onlinecourses.nptel.ac.in/noc22_hs110/,NULL,NULL,Jul-Sep 2022,20,Rerun,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,uptc,https://archive.nptel.ac.in/content/syllabus_pdf/109105176.pdf,109,NULL,109105176,NULL,NULL,40,1,SEM2,8 ,hs,Humanities and Social Sciences
noc22-hs111,Globalization and Culture,"Globalization is one of the most talked about words in the contemporary world and dominates discussions in

the media, academics and everyday life. Cultural theorists have used the term to refer to political, economic,

social and cultural transformations that have occurred in the last decade of the twentieth century. It appears

that everyone on the planet is affected by globalization but not in the same way. Yet most people have only a

fuzzy understanding of what globalization means because of the number of things it means to a wide variety of

people. The different dimensions of globalization such as the rise of global capital and markets, new media and

communication technologies, dissolution of political borders, and growth of consumerist culture cannot be

seen in isolation from one another. But people tend to examine them separately or through the

compartmentalized frames of different disciplines.

The course has three main objectives:



To provide a thorough grounding in the philosophical and theoretical debates on globalization



To examine the economic, political, social, cultural issues covered by the debate and their impact on

contemporary cultures, particularly in the developing world



To enable students to understand competing definitions of globalization and to show that globalizationÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s

effects are felt differently by different people",Prof. Anjali Gera Roy,IIT Kharagpur,IIT Kharagpur,2022-05-20,2022-07-01,NULL,NULL,2022-09-25,2022-09-25,NULL,https://onlinecourses.nptel.ac.in/noc22_hs111/,NULL,NULL,Jul-Sep 2022,20,Rerun,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,uptc,https://archive.nptel.ac.in/content/syllabus_pdf/109105113.pdf,109,NULL,109105113,NULL,NULL,40,1,SEM2,8 ,hs,Humanities and Social Sciences
noc22-hs112,Great Experiments in Psychology,"Psychology as a subject interests many but what is popularly known are the common views that humans hold about their race. Over the century, the subjectÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s endevour to establish itself as a science through various experiments remains unknown to many. The present course attempts to share the most important experiments in the history of Psychology that has helped shape its identity. It aims to aid studentsÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢ understanding of how to design experiments with human subjects and assist the student to understand Psychology with a scientific eye.",Prof. Rajlakshmi Guha,IIT Kharagpur,IIT Kharagpur,2022-05-20,2022-07-01,NULL,NULL,2022-09-25,2022-09-25,NULL,https://onlinecourses.nptel.ac.in/noc22_hs112/,NULL,NULL,Jul-Aug 2022,10,Rerun,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,upsc,https://archive.nptel.ac.in/content/syllabus_pdf/109105118.pdf,109,NULL,109105118,NULL,NULL,40,1,SEM2,4 ,hs,Humanities and Social Sciences
noc22-hs113,Human resource development,"<p>The major objective of the course is to explain and demonstrate the contribution of HRD in an organization and enable student to develop an ability to decide learning and training needs; and have competence in the design and delivery of learning programmes, and finally evaluate the outcome of HRD programmes. The process of identifying needs and designing and delivering HRD interventions that are part of the course are crucial skills for all managers. The course will focus on the role of HRD in designing and implementing appropriate strategies in line with the business goals of their organization. The course will include topics related to design, development, implementation and evaluation of HRD programmes. In addition to HRD Process, it would cover a number of HRD interventions like coaching, mentoring, and counseling. The course will also address the competency mapping framework of HRD, role of HRD in career planning and development, organizational learning process and making organizations a learning organizations. Finally it will discuss about its role in developing ethical behavior and the future of HRD in Indian organizational context</p>",Prof. KBL Srivastava,IIT Kharagpur,IIT Kharagpur,2022-05-20,2022-07-25,NULL,NULL,2022-10-29,2022-10-29,NULL,https://onlinecourses.nptel.ac.in/noc22_hs113/,NULL,NULL,Jul-Oct 2022,30,Rerun,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,uplc,https://archive.nptel.ac.in/content/syllabus_pdf/109105121.pdf,109,NULL,109105121,NULL,NULL,41,1,SEM2,12,hs,Humanities and Social Sciences
noc22-hs114,Spoken Sanskrit: Basic and Intermediate Levels,"The knowledge of Sanskrit is very helpful for anyone who is interested in delving into the original texts relating to various subjects from the Indian traditional knowledge systems. This language, however, is often presented as a difficult language to learn for many and moreover as a classical language of the past that is of no special relevance in the contemporary world. Those who have been exposed to it in school often regard it as nothing more than a scoring subject and have little appreciation for the various dimensions of the language. The objective of this course if to give students a taste of Sanskrit as a living language by introducing them to its basic grammatical structures so that they can start understanding simple texts as well as allow them to use it in daily life. It also seeks to give them an understanding and appreciation of the beauty of the different aspects of this language from its sounds to its rich content so that they feel enthused enough to delve further into it.",Prof. Anuradha Choudry,IIT Kharagpur,IIT Kharagpur,2022-05-20,2022-07-25,NULL,NULL,2022-10-30,2022-10-30,NULL,https://onlinecourses.nptel.ac.in/noc22_hs114/,NULL,NULL,Jul-Oct 2022,30,Rerun,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,uplc,https://archive.nptel.ac.in/content/syllabus_pdf/109105135109105000.pdf,109,NULL,1.09105E+17,NULL,NULL,42,1,SEM2,12,hs,Humanities and Social Sciences
noc22-hs115,Symbolic Logic,"Logic is a part of every systematic field of inquiry As the essential foundation for rational investigation. Logic has always been a multidisciplinary and an interdisciplinary subject. Its versatility is evinced in its vast and varied applications in digital electronics, computer and manufacturing technologies, and also for deliberating in law, public policy and business strategy. In view of the above, it is a value-addition to oneÃ¢â‚¬â„¢s skill-base to be exposed to this all-important subject. 

Logic, roughly speaking, is the study of principles of correct reasoning. It is a foundational component for any systematic and rational investigation. It is a discipline that adds value to every other systematic field of inquiry. 

This course is designed to enable the participants 

To gain acquaintance with the fundamentals of Propositional logic and Predicate Logic. 
To strengthen the foundation with problem-solving training",Prof. Chhanda Chakraborti,IIT Kharagpur,IIT Kharagpur,2022-05-20,2022-07-01,NULL,NULL,2022-09-25,2022-09-25,NULL,https://onlinecourses.nptel.ac.in/noc22_hs115/,NULL,NULL,Jul-Sep 2022,20,Rerun,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,uptc,https://archive.nptel.ac.in/content/syllabus_pdf/109105111.pdf,109,NULL,109105111,NULL,NULL,40,1,SEM2,8 ,hs,Humanities and Social Sciences
